Year,Area (use fill down),Street (use find and replace to replace the odd character with a space),Street 2 (in Refine use titlecase and cluster and edit),Strange HTML (use unescape HTML)
2012,," HighåSt,åStourbridge"," High St, Stourbridge",
2012,," HighåSt,åStourbridge"," High St, Stourbridge",
2012,,highåstreet,high street,
2012,,highåstreet,high street,
2012,,Highåstreet,High street,
2012,,Highåstreet,High street,
2012,,Highåstreet,High street,
2012,," HIghåStreetå,åStourbridge"," HIgh Street , Stourbridge",
2012,," HighåStreetå,åStourbridge"," High Street , Stourbridge",
2012,," HighåStreetå,åStourbridge"," High Street , Stourbridge",
2012,,HighåStreetåBrierleyåHill,High Street Brierley Hill,
2012,,highåstreetåbrierleyåhill,high street brierley hill,
2012,,highåstreetåbrierleyåhill,high street brierley hill,
2012,,HighåStreetåstourbridge,High Street stourbridge,
2012,,highåstreetåstourbridge,high street stourbridge,
2012,,highåstreetåstourbridge,high street stourbridge,
2012,,HighåStreetåStourbridge,High Street Stourbridge,
2012,,HighåStreetåStourbridge,High Street Stourbridge,
2012,," HighåStreet,åDudley"," High Street, Dudley",
2012,," HighåStreet,åLye"," High Street, Lye",
2012,," HighåStreet,åLye."," High Street, Lye.",
2012,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2012,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2012,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2012,," HighåStreet,åStourbridge"," High Street, Stourbridge",
2012,," HighlandåRoad,åDudley"," Highland Road, Dudley",
2012,," HillåStreet,åBrierleyåHill"," Hill Street, Brierley Hill",
2012,,HillsideåRd,Hillside Rd,
2012,,Homeåaddress,Home address,
2012,," Levelåstreetå,åBrierleyåhill"," Level street , Brierley hill",
2012,,lyeåhighåstreet,lye high street,
2012,,MalvernåCrescent,Malvern Crescent,
2012,," MarketåSt,åKford"," Market St, Kford",
2012,,merryåhill,merry hill,
2012,,NewåSt,New St,
2012,,newåstådudley,new st dudley,
2012,,newåstådudley,new st dudley,
2012,," NewåStreet,åDudley"," New Street, Dudley",
2012,," NorthåStreet,åDudley"," North Street, Dudley",
2012,,NortonåRoad,Norton Road,
2012,,OakfieldåroadåWollescote,Oakfield road Wollescote,
2012,,OSåBHPS,OS BHPS,
2012,,overendård,overend rd,
2012,,parkåroadånetherton,park road netherton,
2012,," PedmoreåRoad,Lye"," Pedmore Road,Lye",
2012,,QuarryåBankåHighåStreet,Quarry Bank High Street,
2012,,queensåwayåhalesowen,queens way halesowen,
2012,," SpringfieldåRd,åBlackheath"," Springfield Rd, Blackheath",
2012,,StåMichaelsåStreetåWeståBromwich,St Michaels Street West Bromwich,
2012,,StourbridgeåHighåST,Stourbridge High ST,
2012,,Stourbridgeåhighåstreet,Stourbridge high street,
2012,,stourbridgeåhighåstreet,stourbridge high street,
2012,,StourbridgeåHighåStreet,Stourbridge High Street,
2012,,stourbridgeåhighåstreet,stourbridge high street,
2012,,StourbridgeåHighåStreet,Stourbridge High Street,
2012,,Stourbridgeåtownåcentre,Stourbridge town centre,
2012,,sunderlandådriveåamblecote,sunderland drive amblecote,
2012,,sunderlandådriveåamblecote,sunderland drive amblecote,
2012,,sunderlandådriveåamblecote,sunderland drive amblecote,
2012,,sunderlandådriveåamblecote,sunderland drive amblecote,
2012,," TheåForge,åCradleyåHeath"," The Forge, Cradley Heath",
2012,," Toweråst,åDudley"," Tower st, Dudley",
2012,," ToweråStreet,åDudley"," Tower Street, Dudley",
2012,," Tridentåcentre,åDudley"," Trident centre, Dudley",
2012,,WolverhamptonåStreetåDudley,Wolverhampton Street Dudley,
2012,," WorcesteråSt,åStourbridge"," Worcester St, Stourbridge",
2012,," WorcesteråSt,åStourbridge"," Worcester St, Stourbridge",
2012,," WorcesteråSt,åStourbridge"," Worcester St, Stourbridge",
2012,," WorcesteråSt,åStourbridge"," Worcester St, Stourbridge",
2012,," WorcesteråSt,åStourbridge"," Worcester St, Stourbridge",
2012,Solihull,AnchoråLane,Anchor Lane,
2012,,ApresåSolihullåTownåCentre,Apres Solihull Town Centre,
2012,,AspenåDråCWTC,Aspen Dr CWTC,
2012,,BhamåInternational,Bham International,
2012,,BhamåInternational,Bham International,
2012,,BHX,BHX,
2012,,BHX,BHX,
2012,,bhx,bhx,
2012,,BHXåÛåTerminalå1,BHX Û Terminal 1,
2012,,BirchåCroft,Birch Croft,
2012,,birminghamåairport,birmingham airport,
2012,,BirminghamåInternationalååAirport,Birmingham International  Airport,
2012,," BlossomfieldåRoad,åSolihull"," Blossomfield Road, Solihull",
2012,,BoldmereåGate,Boldmere Gate,
2012,,bosworthådrive,bosworth drive,
2012,,bpåwarwickårdåolton,bp warwick rd olton,
2012,," BradfordåRoad,åCastleåBrom"," Bradford Road, Castle Brom",
2012,,burges,burges,
2012,,burges,burges,
2012,,CampdenåGreen,Campden Green,
2012,,chapelhouseård,chapelhouse rd,
2012,,chesterård,chester rd,
2012,,chesterård,chester rd,
2012,,chesterård,chester rd,
2012,," ChesteråRoad,åCastlebromwich"," Chester Road, Castlebromwich",
2012,," chesteråroad,åkingshurst"," chester road, kingshurst",
2012,," ChurchillåRoad,åSolihull"," Churchill Road, Solihull",
2012,,CloptonåCrescent,Clopton Crescent,
2012,,CloptonåCrescent,Clopton Crescent,
2012,," cooksålane,åchelmsleyåwood"," cooks lane, chelmsley wood",
2012,,druryålane,drury lane,
2012,," DruryåLaneå,Solihull."," Drury Lane ,Solihull.",
2012,,FarthingsåPHåååGreenåLane,Farthings PH   Green Lane,
2012,," ForthåDrive,åChelmsleyåWood"," Forth Drive, Chelmsley Wood",
2012,," glebeåroad,åsolihull"," glebe road, solihull",
2012,," Greenålaneå,åShirley"," Green lane , Shirley",
2012,," GrevilleåPub,åSolihull,åBirmingham"," Greville Pub, Solihull, Birmingham",
2012,,harvesteråpubåsolihull,harvester pub solihull,
2012,,heatonårdåsolihull,heaton rd solihull,
2012,,helmsfordåDrive,helmsford Drive,
2012,,HelmswoodåDrive,Helmswood Drive,
2012,,HighåStåKnowle,High St Knowle,
2012,,highåståsolihull,high st solihull,
2012,,highåståsolihull,high st solihull,
2012,,HighåStåSolihull,High St Solihull,
2012,,HighåStåSolihull,High St Solihull,
2012,," HighåSt,åSolihull"," High St, Solihull",
2012,," highåst,åsolihull"," high st, solihull",
2012,," HighåSt,åSolihull"," High St, Solihull",
2012,,HighåStreet,High Street,
2012,,HighåStreet,High Street,
2012,,HighåStreet,High Street,
2012,,HighåStreet,High Street,
2012,,HighåStreet,High Street,
2012,,HighåstreetååOSåHogsåHead,High street  OS Hogs Head,
2012,," HighåStreetå,åSolihull"," High Street , Solihull",
2012,,HighåStreetåSolihull,High Street Solihull,
2012,,HighåStreetåSolihull,High Street Solihull,
2012,,HighåStreetåSolihull,High Street Solihull,
2012,," highåstreet,åsolihull"," high street, solihull",
2012,,HomeråRoad,Homer Road,
2012,,homeråroad,homer road,
2012,,homeråroadåsolihull,homer road solihull,
2012,,HurståLaneånorthåJ/WåGreenåLane,Hurst Lane north J/W Green Lane,
2012,," KilcoteåRoad,åShirley"," Kilcote Road, Shirley",
2012,,KnowleåPark,Knowle Park,
2012,," LodeåLane,åSolihull,åBirmingham"," Lode Lane, Solihull, Birmingham",
2012,,LondonåRoad,London Road,
2012,,M42,M42,
2012,,McåDonaldsåHighåStåSolihull,Mc Donalds High St Solihull,
2012,,mellåsquare,mell square,
2012,," Mortons,åDickensåheath,åSolihull"," Mortons, Dickens heath, Solihull",
2012,,NEC,NEC,
2012,," o/såbangoråhouse,åforthådrive,åchelmsleyåwood"," o/s bangor house, forth drive, chelmsley wood",
2012,," o/såhoggsåheadåPH,åPoplaråRoad,åSolihull"," o/s hoggs head PH, Poplar Road, Solihull",
2012,,O/SåHoggsåheadåPoplaråWayåsolihull,O/S Hoggs head Poplar Way solihull,
2012,," o/såKingsåHighåSt,åSolihull"," o/s Kings High St, Solihull",
2012,," o/såKings,åSolihull"," o/s Kings, Solihull",
2012,," O/SåLANGLEYåHALLåSOCIALåCLUB,åLANGLEYåHALLåRD,åOLTON"," O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON",
2012,,O/SåTOuchwoodåCentreåPoplaråRoadåSolihull,O/S TOuchwood Centre Poplar Road Solihull,
2012,,OltonåRailwayåStation,Olton Railway Station,
2012,,OltonåTavern,Olton Tavern,
2012,," OSåAssemblyåRooms,åPoplaråRoad,åSolihull"," OS Assembly Rooms, Poplar Road, Solihull",
2012,," OSåMasonsåPH,åHighåStreetåSolihull"," OS Masons PH, High Street Solihull",
2012,,OSåSolihullåHospital,OS Solihull Hospital,
2012,,OSåSolihullåHospital,OS Solihull Hospital,
2012,,OSåSolihullåHospital,OS Solihull Hospital,
2012,,OutsideåtheåWatersideåBar,Outside the Waterside Bar,
2012,,pineåsquareåchelsmleyåwood,pine square chelsmley wood,
2012,," PlumeåofåFeathersåpublicåhouse,åStratfordåRoad,åShirley"," Plume of Feathers public house, Stratford Road, Shirley",
2012,," PoplaråAvenueå,Solihull."," Poplar Avenue ,Solihull.",
2012,,PoplaråRd,Poplar Rd,
2012,,poplarårdåsolihull,poplar rd solihull,
2012,,PoplaråRdåSolihullåTownåCebtre,Poplar Rd Solihull Town Cebtre,
2012,,PoplaråRdåSolihullåTownåCentre,Poplar Rd Solihull Town Centre,
2012,,PoplaråRdåTownåCentreåSolihull,Poplar Rd Town Centre Solihull,
2012,," poplarård,åsolihull"," poplar rd, solihull",
2012,,PoplaråRoad,Poplar Road,
2012,,PoplaråRoad,Poplar Road,
2012,,PoplaråRoad,Poplar Road,
2012,,PoplaråRoad,Poplar Road,
2012,,PoplaråRoad,Poplar Road,
2012,,PoplaråRoad,Poplar Road,
2012,,PoplaråRoadåSolihull,Poplar Road Solihull,
2012,,poplaråroadåsolihull,poplar road solihull,
2012,,poplaråroadåsolihull,poplar road solihull,
2012,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2012,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2012,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2012,," PoplaråRoad,åSolihull"," Poplar Road, Solihull",
2012,,poplaråway.,poplar way.,
2012,,Ppoplaråroad,Ppoplar road,
2012,," premieråinn,åstratfordåroad"," premier inn, stratford road",
2012,," RadlowåCrescent,åMarstonåGreen"," Radlow Crescent, Marston Green",
2012,,ramadaåhotel,ramada hotel,
2012,,roverådrive,rover drive,
2012,,roverådrive,rover drive,
2012,,SaddlersåArms,Saddlers Arms,
2012,,ShirralåGrove,Shirral Grove,
2012,,solihullåhighåstreet,solihull high street,
2012,,SolihullåHighåStreet,Solihull High Street,
2012,,SolihullåTownåcentre,Solihull Town centre,
2012,,solihullåtownåcentre,solihull town centre,
2012,,SolihullåTownåCentre,Solihull Town Centre,
2012,,SolihullåTownåCentre,Solihull Town Centre,
2012,,StationåRdåSolihull,Station Rd Solihull,
2012,,StationåRoad,Station Road,
2012,,StationåRoad,Station Road,
2012,,StationåroadåSolihull,Station road Solihull,
2012,," StationåRoad,åSolihull."," Station Road, Solihull.",
2012,,StratfordåRoad,Stratford Road,
2012,,StratfordåRoadåShirley,Stratford Road Shirley,
2012,,TheåbearåatåBerkswell,The bear at Berkswell,
2012,,TheåCresentåSolihull,The Cresent Solihull,
2012,,TheåRadleys,The Radleys,
2012,," ThreeåHorseshoes,åSheldon"," Three Horseshoes, Sheldon",
2012,,TouchwoodåCentre,Touchwood Centre,
2012,,WarwickåRoad,Warwick Road,
2012,,WarwickåRoadåOlton,Warwick Road Olton,
2012,,warwickåroadåsolihull,warwick road solihull,
2012,,WidneyåLane/åBlossomfieldåtennisåclub,Widney Lane/ Blossomfield tennis club,
2012,Sandwell,AbrahamåDarbyåPublicåHouse,Abraham Darby Public House,
2012,," AllåSaintsåWay,åWeståbromwich"," All Saints Way, West bromwich",
2012,,arcadianåÛåbirmingham,arcadian Û birmingham,
2012,,arcadianåÛåbirmingham,arcadian Û birmingham,
2012,,asdaågreatåbridge,asda great bridge,
2012,,bearwoodåHighåStreet,bearwood High Street,
2012,,Bearwoodåhighåstreet,Bearwood high street,
2012,,BearwoodåHighåStreet,Bearwood High Street,
2012,,Bearwoodård,Bearwood rd,
2012,,Bearwoodåroad,Bearwood road,
2012,,BearwoodåRoad,Bearwood Road,
2012,," BetåFred,åDuchessåPark,åWeståBromwich"," Bet Fred, Duchess Park, West Bromwich",
2012,," BetFred,åWeståBromwich"," BetFred, West Bromwich",
2012,,Bhamåstreetåstourbridge,Bham street stourbridge,
2012,," BirchåRoad,åOldbury"," Birch Road, Oldbury",
2012,,Blackheathåhousingåoffice,Blackheath housing office,
2012,," BourneåAvenue,åTipton"," Bourne Avenue, Tipton",
2012,,bridgeåst,bridge st,
2012,,BridgnorthåRd,Bridgnorth Rd,
2012,,BrookåST,Brook ST,
2012,,Burntree,Burntree,
2012,,capeåhill,cape hill,
2012,," CartersåGreen,åWeståBromwich"," Carters Green, West Bromwich",
2012,," CartersåGreen,åWeståBromwich"," Carters Green, West Bromwich",
2012,," CartersåGreen,åWeståBromwich"," Carters Green, West Bromwich",
2012,,CausewayåRowley,Causeway Rowley,
2012,," ChapelåStreet,åOldbury"," Chapel Street, Oldbury",
2012,," Chipåshop,ågreatåbridgeåtipton"," Chip shop, great bridge tipton",
2012,,ChurchåStreetåOldåHill,Church Street Old Hill,
2012,,ChurchåstreetåOldbury,Church street Oldbury,
2012,," Churchåstreet,åoldbury"," Church street, oldbury",
2012,,clairmintåroadåsmethwick,clairmint road smethwick,
2012,,ClaremontåRoadåSmethwick,Claremont Road Smethwick,
2012,,cliffordåroad,clifford road,
2012,," CollinsåStreet,åWeståBromwich"," Collins Street, West Bromwich",
2012,," CollinsåStreet,åWeståBromwich"," Collins Street, West Bromwich",
2012,,CumberlandåRoadåWednesbury,Cumberland Road Wednesbury,
2012,,DelvilleåTerrace,Delville Terrace,
2012,,DesiåMarslaåWeståBromwich,Desi Marsla West Bromwich,
2012,,DilshadåRestaurantåOldburyåRoadåBlackheath,Dilshad Restaurant Oldbury Road Blackheath,
2012,,DudleyåRoad,Dudley Road,
2012,,dudleyåroadåeast,dudley road east,
2012,,DudleyåRoadåEaståTividale,Dudley Road East Tividale,
2012,," EdwardåStreet,åWeståBromwich"," Edward Street, West Bromwich",
2012,," ElmåTreeåWay,åCradleyåHeath"," Elm Tree Way, Cradley Heath",
2012,,ForgeåLane,Forge Lane,
2012,,FrontåOfficeåSmethwick,Front Office Smethwick,
2012,,grangeåRoadåCradley,grange Road Cradley,
2012,," gregoryåavenue,åWeoleyåCastle"," gregory avenue, Weoley Castle",
2012,,H/A,H/A,
2012,,HabberlyåRoad,Habberly Road,
2012,,HagleyåRoadåWest,Hagley Road West,
2012,,HaigåStreet,Haig Street,
2012,," halesowenåRoad,åCradley"," halesowen Road, Cradley",
2012,,HANNOVERåROAD,HANNOVER ROAD,
2012,," HanoveråRoad,åRowleyåregis"," Hanover Road, Rowley regis",
2012,,HarborneåStoresåHarborne,Harborne Stores Harborne,
2012,,HarborneåStoresåHarborne,Harborne Stores Harborne,
2012,,HargateåArmsåPublicåHouse,Hargate Arms Public House,
2012,," HasburyåPH,åHalesowen"," Hasbury PH, Halesowen",
2012,," HasburyåPH,åHalesowen"," Hasbury PH, Halesowen",
2012,," HasburyåPH,åHalesowen"," Hasbury PH, Halesowen",
2012,,HENDERSONåWAY,HENDERSON WAY,
2012,,HERMITåSTREET,HERMIT STREET,
2012,,highåståsmethwick,high st smethwick,
2012,,highåståWB,high st WB,
2012,,HIGHåSTåWESTåBROM,HIGH ST WEST BROM,
2012,,highåståweståbromwich,high st west bromwich,
2012,,HighåStreetåSmethwick,High Street Smethwick,
2012,,highåstreetåwednesbury,high street wednesbury,
2012,,HighåStreetåWeståBromwich,High Street West Bromwich,
2012,,HighåStreetåWollaston.,High Street Wollaston.,
2012,," HighåStreet,åSmethwick"," High Street, Smethwick",
2012,," HighåStreet,åSmethwick"," High Street, Smethwick",
2012,," HighåStreet,åWednesbury"," High Street, Wednesbury",
2012,," HighåStreet,åWeståBromwich"," High Street, West Bromwich",
2012,," HighåStreet,åWeståBromwich"," High Street, West Bromwich",
2012,," HighåStreet,åWeståBromwich"," High Street, West Bromwich",
2012,," HighåStreet,åWeståBromwich"," High Street, West Bromwich",
2012,," HighåStreet,åWeståBromwich."," High Street, West Bromwich.",
2012,,HighåStreetmåWeståBrom,High Streetm West Brom,
2012,," HillåTop,åWeståBromwich"," Hill Top, West Bromwich",
2012,,HolidayåInnåOldbury,Holiday Inn Oldbury,
2012,,HolidayåInnåOldbury,Holiday Inn Oldbury,
2012,,Hollyålane,Holly lane,
2012,,HorseleyåHeath,Horseley Heath,
2012,,horsleyåheathåroad,horsley heath road,
2012,,JohnsonåRoad,Johnson Road,
2012,,KingåstreetåDudley,King street Dudley,
2012,,KnightsåQueståBlackheath,Knights Quest Blackheath,
2012,,lakesideåPHåcaråpark,lakeside PH car park,
2012,,LittletonåStreetåWeståBromwich,Littleton Street West Bromwich,
2012,,londonderryålane,londonderry lane,
2012,,londonderryård,londonderry rd,
2012,,LongåLane,Long Lane,
2012,," MallenåStå,åOldbury"," Mallen St , Oldbury",
2012,," MarketåPlace,åDudley"," Market Place, Dudley",
2012,,McdonaldsåGreatåBridge,Mcdonalds Great Bridge,
2012,,MillåHillåSmethwick,Mill Hill Smethwick,
2012,,MILLFIELDSåROAD,MILLFIELDS ROAD,
2012,,MooråStreet,Moor Street,
2012,,MooreåStreet,Moore Street,
2012,," NewtonåRd,åGreatåBarr"," Newton Rd, Great Barr",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," NimthåRoad,åDudley"," Nimth Road, Dudley",
2012,," O/SåHotelåDenara,ååBearwood"," O/S Hotel Denara,  Bearwood",
2012,,Oldåchapelård,Old chapel rd,
2012,,OldburyåRoad,Oldbury Road,
2012,,OldburyåRoadåOldbury,Oldbury Road Oldbury,
2012,,PeaksåRoad,Peaks Road,
2012,," PoundåRoad,åOldbury"," Pound Road, Oldbury",
2012,," PoundåRoad,åOldbury"," Pound Road, Oldbury",
2012,," powkeåLane,åOldbury"," powke Lane, Oldbury",
2012,,Powysåave,Powys ave,
2012,,PritchardåClose,Pritchard Close,
2012,," QueensåRoad,åSmethwick"," Queens Road, Smethwick",
2012,," RaglandåRoad,åSmethwick"," Ragland Road, Smethwick",
2012,,ReformåWay,Reform Way,
2012,,RegentåCourtåSmethwick,Regent Court Smethwick,
2012,," RegentåRoad,åTividale"," Regent Road, Tividale",
2012,,rolfåstreetåstation,rolf street station,
2012,," RoyalåChicken,åHorsleyåHeath"," Royal Chicken, Horsley Heath",
2012,,SamsonåandåLionåPub,Samson and Lion Pub,
2012,,sandwellåhospital,sandwell hospital,
2012,,SchoolåSt,School St,
2012,,schoolåstreet,school street,
2012,,sedgleyåroadåwest,sedgley road west,
2012,,sedgleyåroadåwest,sedgley road west,
2012,,shaftsburyåstreet,shaftsbury street,
2012,,SlateråStreetåGreatåBridge,Slater Street Great Bridge,
2012,,southåbankåroad,south bank road,
2012,," SponåLane,åWeståBromwich"," Spon Lane, West Bromwich",
2012,,StåMichealsåStreetåWeståBrom,St Micheals Street West Brom,
2012,,stoneåstreet,stone street,
2012,,StourbridgeåHighåStreet,Stourbridge High Street,
2012,,StourbridgeåRoad,Stourbridge Road,
2012,,STUARTåROADåÛåROWLEYåREGIS,STUART ROAD Û ROWLEY REGIS,
2012,,TameåRd,Tame Rd,
2012,," TescoåExpress,åSellyåOak"," Tesco Express, Selly Oak",
2012,,tescosåburntree,tescos burntree,
2012,,theålegends,the legends,
2012,,upperåhighåstreet,upper high street,
2012,,vicarageåroadåsmethwick,vicarage road smethwick,
2012,," VictoriaåPark,åTipton"," Victoria Park, Tipton",
2012,,VictoriaåSuiteåWimdmillåLane,Victoria Suite Wimdmill Lane,
2012,,WalsallåRoad,Walsall Road,
2012,,WalteråStåWeståbromwich,Walter St West bromwich,
2012,,WalteråStreetåWeståBromwich,Walter Street West Bromwich,
2012,,WaterlooåRoad,Waterloo Road,
2012,,weståbromåhighåstreet,west brom high street,
2012,,WeståBromåHighåStreet,West Brom High Street,
2012,,WeståBromåHighåStreet,West Brom High Street,
2012,,WeståBromwichåPoliceåstation,West Bromwich Police station,
2012,,weståbromwichåpoliceåstatiopn,west bromwich police statiopn,
2012,,WESTåPARKåWOLVERHAMPTON,WEST PARK WOLVERHAMPTON,
2012,,windmillålane,windmill lane,
2012,,WindmillåLane,Windmill Lane,
2012,,WindmillåLane,Windmill Lane,
2012,Walsall,AbelwellåStåWalsall,Abelwell St Walsall,
2012,,AbelwellåStreetåWalsall,Abelwell Street Walsall,
2012,,AblewellåStreet,Ablewell Street,
2012,," ABLEWELLåSTREET,åWALSALL"," ABLEWELL STREET, WALSALL",
2012,," ABLEWELLåSTREET,åWALSALL"," ABLEWELL STREET, WALSALL",
2012,," ablewellåstreet,åwalsall"," ablewell street, walsall",
2012,,abuåbakaåcaråparkåwednesburyåroad,abu baka car park wednesbury road,
2012,,baråsportåbridgeåst,bar sport bridge st,
2012,,BARONSåCOURTåHOTEL,BARONS COURT HOTEL,
2012,," Beatonåclose,willenhall"," Beaton close,willenhall",
2012,,bentleyålane,bentley lane,
2012,,Bentleyålane,Bentley lane,
2012,,BentleyåLane,Bentley Lane,
2012,,BilstonåStreet,Bilston Street,
2012,,BilstonåStreet,Bilston Street,
2012,,BilstonåStreet,Bilston Street,
2012,,birminghamårdåwalsall,birmingham rd walsall,
2012,,Blowwichåroad,Blowwich road,
2012,,BloxwichåLaneåNorth,Bloxwich Lane North,
2012,,bloxwichåroad,bloxwich road,
2012,,bloxwichåroad,bloxwich road,
2012,,BloxwichåRoad,Bloxwich Road,
2012,," BlueåLane,åWalsall"," Blue Lane, Walsall",
2012,,BradfordååPlace,Bradford  Place,
2012,,BradfordåPlace,Bradford Place,
2012,,BradfordåPlace,Bradford Place,
2012,,Bradfordåplace,Bradford place,
2012,,BradfordåPlaceåWalsall,Bradford Place Walsall,
2012,,bradfordåplaceåwalsall,bradford place walsall,
2012,,BradfordåPlaceåWalsall,Bradford Place Walsall,
2012,," BradfordåPlace,åWalsall"," Bradford Place, Walsall",
2012,," BradfordåPlace,åWalsall"," Bradford Place, Walsall",
2012,," BradfordåPlace,åWalsall"," Bradford Place, Walsall",
2012,," BradfordåPlace,åWalsall"," Bradford Place, Walsall",
2012,," BradfordåPlace,åWalsall"," Bradford Place, Walsall",
2012,," BradfordåPlace,åWalsallåTownåcentre"," Bradford Place, Walsall Town centre",
2012,,BradfordåStreet,Bradford Street,
2012,,BradfordåStreet,Bradford Street,
2012,,BradfordåStreetåWalsall,Bradford Street Walsall,
2012,," BradfordåStreet,åWalsall"," Bradford Street, Walsall",
2012,," BradfordåStreet,åWalsall"," Bradford Street, Walsall",
2012,," Bradfordåstreet,Walsall"," Bradford street,Walsall",
2012,,BridgeåSt,Bridge St,
2012,,BridgeåStåWalsall,Bridge St Walsall,
2012,,bridgeåStåWalsall,bridge St Walsall,
2012,," BridgeåSt,åWalsall"," Bridge St, Walsall",
2012,," BridgeåSt,åWalsall"," Bridge St, Walsall",
2012,,Bridgeåstreet,Bridge street,
2012,,BridgeåStreet,Bridge Street,
2012,,BridgeåStreet,Bridge Street,
2012,,BridgeåStreet,Bridge Street,
2012,,BridgeåStreet,Bridge Street,
2012,,BridgeåStreet,Bridge Street,
2012,,BridgeåStreet,Bridge Street,
2012,,Bridgeåstreet,Bridge street,
2012,,BridgeåStreet,Bridge Street,
2012,,BridgeåStreet,Bridge Street,
2012,,Bridgeåstreet,Bridge street,
2012,,BridgeåStreetåWalsall,Bridge Street Walsall,
2012,,bridgeåStreetåWalsall,bridge Street Walsall,
2012,,BridgeåStreetåWalsall,Bridge Street Walsall,
2012,,bridgeåstreetåwalsall,bridge street walsall,
2012,,bridgeåStreetåWalsall,bridge Street Walsall,
2012,,Bridgeåstreetåwalsall,Bridge street walsall,
2012,,BRIDGEåSTREETåWALSALLåTOWNåCENTRE,BRIDGE STREET WALSALL TOWN CENTRE,
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," bridgeåstreet,åwalsall"," bridge street, walsall",
2012,," bridgeåstreet,åwalsall"," bridge street, walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," bridgeåstreet,åwalsall"," bridge street, walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,åWalsall"," Bridge Street, Walsall",
2012,," BridgeåStreet,Walsall"," Bridge Street,Walsall",
2012,," BridgeåStreet,Walsall"," Bridge Street,Walsall",
2012,," Bridgeåstreet,Walsall"," Bridge street,Walsall",
2012,," BRIDGEåSTREET,WALSALLåTOWNåCENTRE"," BRIDGE STREET,WALSALL TOWN CENTRE",
2012,,BroadåMeddowsåRoad,Broad Meddows Road,
2012,," BroadwayåNorth,åWalsall"," Broadway North, Walsall",
2012,," BusåStation,åStåPaul's,åWalsall"," Bus Station, St Paul's, Walsall",
2012,," BusåStation,åStåPauls,åWalsall."," Bus Station, St Pauls, Walsall.",
2012,,CalderfieldsåGolfåClub,Calderfields Golf Club,
2012,,CambridgeåPH,Cambridge PH,
2012,," CambridgeåPH,åArundelåSt"," Cambridge PH, Arundel St",
2012,,CannockåRoad,Cannock Road,
2012,,cannockåRoadåWillenhall,cannock Road Willenhall,
2012,," CaråparkåShireåOakåPublicåHouse,åChesteråRoad,åBrownhills"," Car park Shire Oak Public House, Chester Road, Brownhills",
2012,," CaråPark,åShireåOakåPH,åLichfieldåRd"," Car Park, Shire Oak PH, Lichfield Rd",
2012,,Castleåst,Castle st,
2012,," CemetaryåRd,åWillenhall"," Cemetary Rd, Willenhall",
2012,," ChurchåRoad,åPelsall"," Church Road, Pelsall",
2012,,Churchfieldåavenueåtipton,Churchfield avenue tipton,
2012,,CollinwoodåDrive,Collinwood Drive,
2012,," colthomåroad,åwillenhall"," colthom road, willenhall",
2012,," CORALåBookmakers,åHighåStreet,åSmethwick"," CORAL Bookmakers, High Street, Smethwick",
2012,," CORALåBookmakers,åSmethwickåHighåStreet."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALåBookmakers,åSmethwickåHighåStreet."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALåBookmakers,åSmethwickåHighåStreet."," CORAL Bookmakers, Smethwick High Street.",
2012,," CORALåBookmakers,åSmethwickåHighåStreet."," CORAL Bookmakers, Smethwick High Street.",
